true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,225,0.18043303929430635
fear,sad,184,0.1796875
neutral,sad,175,0.14193025141930252
sad,fear,151,0.1210906174819567
fear,angry,144,0.140625
sad,angry,144,0.11547714514835605
fear,neutral,117,0.1142578125
angry,sad,113,0.11795407098121086
angry,fear,103,0.10751565762004175
happy,neutral,98,0.0552423900789177
