true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,184,0.1492295214922952
sad,neutral,184,0.1475541299117883
fear,sad,171,0.1669921875
sad,fear,164,0.13151563753007217
sad,angry,156,0.12510024057738572
angry,sad,129,0.13465553235908143
angry,fear,127,0.1325678496868476
fear,angry,108,0.10546875
neutral,happy,97,0.0786699107866991
neutral,angry,88,0.07137064071370641
