true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,236,0.1892542101042502
fear,sad,177,0.1728515625
neutral,sad,157,0.1273317112733171
sad,fear,138,0.11066559743384122
sad,angry,135,0.1082598235765838
fear,angry,129,0.1259765625
happy,neutral,113,0.0636978579481398
angry,sad,110,0.11482254697286012
fear,neutral,107,0.1044921875
angry,fear,105,0.10960334029227557
