true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,273,0.21892542101042503
fear,sad,205,0.2001953125
neutral,sad,166,0.13463098134630982
fear,neutral,148,0.14453125
sad,fear,133,0.10665597433841219
angry,sad,132,0.13778705636743216
angry,neutral,131,0.13674321503131523
fear,angry,129,0.1259765625
sad,angry,127,0.10184442662389735
neutral,happy,99,0.08029197080291971
