true_emotion,predicted_emotion,count,true_class_rate
angry,sad,358,0.3736951983298539
fear,sad,307,0.2998046875
sad,neutral,307,0.24619085805934243
neutral,sad,286,0.23195458231954583
fear,surprise,221,0.2158203125
sad,fear,160,0.12830793905372895
fear,neutral,133,0.1298828125
angry,disgust,132,0.13778705636743216
happy,neutral,131,0.07384441939120631
angry,fear,117,0.12212943632567849
