true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,259,0.20769847634322375
fear,sad,233,0.2275390625
neutral,sad,162,0.13138686131386862
fear,surprise,139,0.1357421875
fear,neutral,137,0.1337890625
sad,angry,130,0.10425020048115477
fear,angry,124,0.12109375
sad,fear,116,0.09302325581395349
angry,neutral,114,0.11899791231732777
angry,sad,112,0.11691022964509394
