stage,stage_epoch,lr,epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
unfreeze_last_three_blocks,1,5e-05,1,1.3693541219864769,0.2919939367787484,0.3500767747008589,1.08162339630858,0.393983421308336,0.47292407782805973
unfreeze_last_three_blocks,2,5e-05,2,1.079910263141762,0.3911448154074349,0.47235818616347336,0.9550375261373221,0.4466720052328982,0.5334483870214609
unfreeze_last_three_blocks,3,5e-05,3,0.9755515316294011,0.43453658369483017,0.5212673593293083,0.8854399210069238,0.46662119689639736,0.5575590586335671
unfreeze_last_three_blocks,4,5e-05,4,0.9173642065259408,0.45162698478604374,0.5405199164439967,0.844170809249014,0.47962165246700156,0.5720106939738872
unfreeze_last_three_blocks,5,5e-05,5,0.8643787198864116,0.47288942139432216,0.5643020550002873,0.8125754835298252,0.5003795880943157,0.5821637336140811
unfreeze_last_three_blocks,6,5e-05,6,0.8328360363496772,0.4912127854062769,0.5772265097376604,0.7883593592494207,0.527494895719409,0.5952503883811462
unfreeze_last_three_blocks,7,5e-05,7,0.7964891553515643,0.5110925084680735,0.5964509346552052,0.7648529516695268,0.5367243161765194,0.605813593676868
unfreeze_last_three_blocks,8,5e-05,8,0.7704044335734305,0.5331700049978114,0.6090316820273268,0.7557365666283132,0.5519972718646852,0.6074663265842722
unfreeze_last_three_blocks,9,5e-05,9,0.7421907832242465,0.5499476583296672,0.6187299622815882,0.7396603125728382,0.5830909680831392,0.6271743064965906
unfreeze_last_three_blocks,10,5e-05,10,0.7225812232375787,0.5763197327187625,0.6290242177589626,0.7373119846869014,0.5800895153902026,0.624947222153959
unfreeze_last_three_blocks,11,5e-05,11,0.6969876259817944,0.5901139399948381,0.641375042189639,0.7277755924633571,0.5923711826721146,0.6301263283383834
unfreeze_last_three_blocks,12,5e-05,12,0.6792936299468089,0.600696054303807,0.650253209030411,0.7195540186835498,0.5976521643959417,0.6362711911143462
unfreeze_last_three_blocks,13,5e-05,13,0.6598125655513886,0.6103416471766068,0.6561634780004282,0.7132931093721024,0.6033719882124268,0.6389526426993618
unfreeze_last_three_blocks,14,5e-05,14,0.6475160575025134,0.6210287989246696,0.6658111818841108,0.7135333714169493,0.6097889178235787,0.6431708078713704
unfreeze_last_three_blocks,15,5e-05,15,0.6311861924183222,0.6339719301980755,0.6698234407522282,0.7135565161289654,0.6105762805637672,0.6435589934546201
unfreeze_last_three_blocks,16,5e-05,16,0.6028467761856183,0.6471021983518945,0.6850720509437617,0.71042042804512,0.61083814443351,0.6410014382302652
unfreeze_last_three_blocks,17,5e-05,17,0.5949089095579488,0.6534347006064475,0.6891196918047642,0.7045161788056536,0.6116913498211376,0.6369758588197282
unfreeze_last_three_blocks,18,5e-05,18,0.5757859289828383,0.6624124645262939,0.6970329394236408,0.7075874110962871,0.6260145455001119,0.6469602911924756
unfreeze_last_three_blocks,19,5e-05,19,0.5563076233696821,0.6805314729974843,0.7057663412556727,0.7120349310001014,0.6147633830063527,0.6398992971331013
unfreeze_last_three_blocks,20,5e-05,20,0.5438993729068803,0.6848274908395364,0.712019986250897,0.7078590044576532,0.616252980649015,0.6426381608875976
unfreeze_last_three_blocks,21,5e-05,21,0.5310275159726326,0.6972850574943598,0.7174892104047589,0.7027214249667391,0.6310903782039908,0.650374412883453
unfreeze_last_three_blocks,22,5e-05,22,0.5180846854137228,0.7057307278690095,0.725135911832064,0.7141065840521756,0.6190822265115703,0.6428607629343086
unfreeze_last_three_blocks,23,5e-05,23,0.5067036205172386,0.7073930157688363,0.7291622386548737,0.7136685206084301,0.6264222024660242,0.6551198279206157
unfreeze_last_three_blocks,24,5e-05,24,0.4884298029106105,0.7161950578293069,0.7373307621773384,0.7171579621810116,0.6258667207828781,0.6515635805783198
unfreeze_last_three_blocks,25,5e-05,25,0.475819414194544,0.7283056923401542,0.7426469950356529,0.7188697499680602,0.62547573243695,0.6513400954915723
unfreeze_last_three_blocks,26,5e-05,26,0.4661661542081543,0.7305943184224418,0.7461843338751953,0.7286059439389964,0.621014842984669,0.6486710246096971
unfreeze_last_three_blocks,27,5e-05,27,0.45495685903763705,0.7359395473812311,0.7511271223084812,0.7353119929077734,0.6231153875147216,0.6526465459028998
unfreeze_last_three_blocks,28,5e-05,28,0.4345326270786868,0.7470359373464784,0.761832130763865,0.7501836479748583,0.6224449247203828,0.6489444710561727
unfreeze_last_three_blocks,29,5e-05,29,0.4242526864787734,0.7551591070854476,0.769109475161619,0.7494137132624716,0.6278817182557528,0.6538418239080798
unfreeze_last_three_blocks,30,5e-05,30,0.41751555556658415,0.7595254149391234,0.7710054884275647,0.7487020480508173,0.62524043814747,0.651461256922289
