correct,count,mean,std,min,25%,50%,75%,max
False,2119.0,0.6129408474798864,0.1655463232990039,0.20241451263427734,0.4898334741592407,0.5917263031005859,0.7364725768566132,0.9960015416145325
True,5059.0,0.7991049112503555,0.16903927705773208,0.2516621947288513,0.678164154291153,0.8496917486190796,0.9436455070972443,0.9999486207962036
