true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,250,0.20048115477145148
sad,fear,161,0.12910986367281477
fear,sad,155,0.1513671875
sad,angry,148,0.11868484362469928
fear,angry,139,0.1357421875
neutral,sad,123,0.09975669099756691
fear,surprise,117,0.1142578125
happy,neutral,113,0.0636978579481398
fear,neutral,111,0.1083984375
angry,fear,103,0.10751565762004175
