true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,215,0.1724137931034483
fear,sad,193,0.1884765625
neutral,sad,172,0.13949716139497162
fear,angry,146,0.142578125
sad,angry,141,0.11307137129109864
sad,fear,128,0.10264635124298316
angry,sad,106,0.11064718162839249
fear,neutral,105,0.1025390625
angry,neutral,99,0.10334029227557412
happy,neutral,95,0.05355129650507328
