true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,60,0.24390243902439024
fear,sad,48,0.23529411764705882
sad,neutral,48,0.1927710843373494
sad,fear,35,0.14056224899598393
fear,angry,34,0.16666666666666666
sad,angry,33,0.13253012048192772
fear,surprise,28,0.13725490196078433
happy,angry,28,0.07909604519774012
angry,sad,25,0.13089005235602094
fear,neutral,21,0.10294117647058823
