true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,218,0.1748195669607057
fear,sad,185,0.1806640625
sad,fear,169,0.13552526062550121
neutral,sad,163,0.1321978913219789
sad,angry,138,0.11066559743384122
fear,angry,124,0.12109375
happy,neutral,115,0.06482525366403608
fear,neutral,109,0.1064453125
angry,neutral,96,0.10020876826722339
angry,fear,92,0.09603340292275574
