stage,stage_epoch,lr,epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
unfreeze_last_blocks,1,0.0001,1,1.635633219104557,0.29004209271812614,0.3473150907545666,1.405072490928065,0.36109337934497854,0.4335093174805892
unfreeze_last_blocks,2,0.0001,2,1.4239764705227091,0.3644267489567873,0.43866609961760844,1.3059377911198846,0.4048103344420113,0.4847805796125779
unfreeze_last_blocks,3,0.0001,3,1.3316871890656705,0.40122020341823744,0.4803364472001404,1.2398541010215307,0.42809126950960746,0.5122074483783874
unfreeze_last_blocks,4,0.0001,4,1.2808710376592312,0.41601366504411086,0.4984992499976976,1.1991261706534995,0.4505187823082406,0.5375283750172402
unfreeze_last_blocks,5,0.0001,5,1.2375995813912155,0.4327574542361984,0.5171722448851301,1.176460725422105,0.4536060242655361,0.5421983114688743
unfreeze_last_blocks,6,0.0001,6,1.2089715798096121,0.4445283998064656,0.5304753627208555,1.153340830537085,0.4673912231670386,0.5554963476828989
unfreeze_last_blocks,7,0.0001,7,1.181397349704617,0.4566525487445605,0.5419385140511316,1.1389557474581622,0.4786754710460311,0.5560230225381769
unfreeze_last_blocks,8,0.0001,8,1.1574751526178455,0.46769110312344353,0.5510690760341971,1.1242892370822122,0.48836430197459074,0.560660628805052
unfreeze_last_blocks,9,0.0001,9,1.1341313258602945,0.4844433479319074,0.5607200603933394,1.1101091031828825,0.5138414285439803,0.5699923755250917
unfreeze_last_blocks,10,0.0001,10,1.1222986803966815,0.496759737939589,0.5674876017820317,1.1070052073807666,0.5139330898595651,0.5765129480362614
unfreeze_last_blocks,11,0.0001,11,1.1055392823198447,0.5119942579003797,0.5759964006213698,1.0985426936830793,0.5190349210288903,0.577335664719004
unfreeze_last_blocks,12,0.0001,12,1.0904034558333149,0.5122331234911008,0.5803323752874545,1.0846812952686269,0.5347690423982555,0.5772639726850315
unfreeze_last_blocks,13,0.0001,13,1.0763791180961693,0.5227221920672451,0.587469593757412,1.0835264499179162,0.5439523914674717,0.5860285109565919
unfreeze_last_blocks,14,0.0001,14,1.0698884648916693,0.5338509443280585,0.5925772124963328,1.0712954257838818,0.5326809892704926,0.5892444981161158
unfreeze_last_blocks,15,0.0001,15,1.0531757492284444,0.5392636874017912,0.5967480564576501,1.0709959100763142,0.539876674426446,0.5865945738702737
unfreeze_last_blocks,16,0.0001,16,1.0362480722107963,0.5521431728306823,0.6046694306503517,1.062273755555369,0.5559463287910609,0.595693085505271
unfreeze_last_blocks,17,0.0001,17,1.0336725178704764,0.5570090132186555,0.6089373892128881,1.0613819246923466,0.5751914272707825,0.598594191855595
unfreeze_last_blocks,18,0.0001,18,1.0122406159218096,0.569534574085791,0.6158646764176806,1.0570415574914487,0.5617763639762267,0.6000042683847325
unfreeze_last_blocks,19,0.0001,19,1.001600864068371,0.5717989074045337,0.6192875314280711,1.0551825562420623,0.5691595920246151,0.5974892749963653
unfreeze_last_blocks,20,0.0001,20,0.9966182128010743,0.5752420848631762,0.6190165958848594,1.0493710530344202,0.5722174130164163,0.5958714473826876
unfreeze_last_blocks,21,0.0001,21,0.981338951980197,0.5840125851428767,0.6277181110770593,1.0511698106440102,0.5727097320361196,0.5972676514097192
unfreeze_last_blocks,22,0.0001,22,0.9743003068432922,0.5922896909725363,0.6313661189788413,1.050135928496251,0.5695126326539461,0.5925084272623803
unfreeze_last_blocks,23,0.0001,23,0.964738790197423,0.5936730455940896,0.633880301187753,1.0444975043838447,0.5787010170363116,0.6091305928994541
unfreeze_last_blocks,24,0.0001,24,0.9506852441889808,0.6048265170635824,0.6397462124761034,1.043638603861739,0.586092913000007,0.611413465590448
unfreeze_last_blocks,25,0.0001,25,0.9436345035813256,0.608711336807695,0.6448345195970907,1.0392390887496363,0.5834746518260882,0.6101731031893131
unfreeze_last_blocks,26,0.0001,26,0.9367003828094509,0.60557607903769,0.6449915431755294,1.04150318376694,0.5680175924586193,0.6049819897249834
unfreeze_last_blocks,27,0.0001,27,0.9305897389865752,0.6133734608127478,0.6460168241013698,1.039123546121843,0.5834168861270121,0.6113262491119364
unfreeze_last_blocks,28,0.0001,28,0.91861799109383,0.6257096706348223,0.6550074356962746,1.04653539292073,0.5898708314770539,0.607181565743831
unfreeze_last_blocks,29,0.0001,29,0.9096071775578055,0.6269073711013401,0.6574469535102037,1.0432085440133922,0.5866278851375875,0.6090242156234578
unfreeze_last_blocks,30,0.0001,30,0.9054222827153501,0.6277907104698404,0.6576712065183664,1.037627305926346,0.5806147904858197,0.6038976233512204
