true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,93,0.3780487804878049
fear,sad,55,0.2696078431372549
angry,sad,48,0.2513089005235602
angry,fear,35,0.18324607329842932
fear,surprise,33,0.16176470588235295
sad,angry,33,0.13253012048192772
sad,fear,29,0.11646586345381527
sad,neutral,28,0.11244979919678715
happy,sad,26,0.07344632768361582
happy,neutral,26,0.07344632768361582
