epoch,lr,train_loss,train_macro_f1,val_loss,val_macro_f1,val_weighted_f1,test_accuracy,mean_confidence_correct,mean_confidence_wrong,median_confidence_correct,median_confidence_wrong,high_conf_wrong_rate,num_high_conf_errors
10,0.01,0.3800405655359722,0.6889235346727797,0.4751489425577768,0.6463011127471036,0.6581663813847844,0.6664809139035943,0.6895462761517851,0.49819595261524396,0.6929939091205597,0.4735654145479202,0.014906659236556144,50
15,0.01,0.3160412826725026,0.7290952591821375,0.5179697746599178,0.6341575732788004,0.6423224540131902,0.6590972415714684,0.7064536104423252,0.5244648731151892,0.7126425504684448,0.4966789186000824,0.021733073279465033,50
19,0.001,0.2176510195548682,0.8084721218991292,0.4754017465621337,0.6846328541200085,0.6944910375772462,0.6969908052382279,0.7529930813703779,0.5589950705944806,0.7805866003036499,0.5363415479660034,0.02716634159933129,50
25,0.0001,0.1316625173569666,0.8838103203116722,0.5153270874081588,0.6817513380692599,0.696099391115769,0.7025633881303984,0.7911035380068219,0.6034586449278043,0.8378190398216248,0.5801860094070435,0.043466146558930066,50
30,0.0001,0.1264642468477403,0.8877666258665051,0.524799919377636,0.6844491327988267,0.6960696685526843,0.7056283087210923,0.7962024287610275,0.6131006816355358,0.8439875841140747,0.5892271399497986,0.0470883254388409,50
40,1.0000000000000002e-06,0.1249557686858264,0.8916735566985478,0.5280853163074534,0.6841330976362565,0.69657305089127,0.7047924212872666,0.7991049112503555,0.6129408474798864,0.8496917486190796,0.5917263031005859,0.04736695458344943,50
