,precision,recall,f1-score,support
angry,0.5027932960893855,0.6666666666666666,0.5732484076433121,135.0
disgust,0.8867924528301887,0.5310734463276836,0.6643109540636042,177.0
fear,0.5853658536585366,0.32,0.41379310344827586,75.0
happy,0.9241071428571429,1.0,0.9605568445475638,207.0
sad,0.6951219512195121,0.6785714285714286,0.6867469879518072,84.0
surprise,0.9868421052631579,0.9036144578313253,0.9433962264150944,249.0
micro avg,0.8104651162790698,0.7518878101402373,0.7800783435926133,927.0
macro avg,0.7635038003196538,0.6833209998995174,0.7070087540116096,927.0
weighted avg,0.8243213644355928,0.7518878101402373,0.7739306697371972,927.0
