stage,epoch,stage_epoch,lr,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
single_stage,1,1,0.01,1.8728239373981024,0.1520291621239128,0.17537910562336778,1.7711318444707251,0.13767511383638528,0.1788317965263512
single_stage,2,2,0.01,1.805267947091698,0.20415907636455105,0.22734115636577118,1.6285747189139654,0.25297047638915066,0.3103499379144304
single_stage,3,3,0.01,1.6765820480425515,0.27644145909492246,0.30917193360682804,1.4114698179922869,0.3419269145857754,0.419919001903543
single_stage,4,4,0.01,1.54507258450119,0.33013408004889255,0.3687024297992801,1.3264765538405043,0.40292724792455265,0.4621005162184511
single_stage,5,5,0.01,1.4528057364709948,0.37699871474883906,0.41184546438842096,1.2661626578208045,0.42755225437800337,0.4704120070610482
single_stage,6,6,0.01,1.4119941845015478,0.39976749469582273,0.4285829086332976,1.2357424604768121,0.4299320662114575,0.4845352612164028
single_stage,7,7,0.01,1.3679411089398634,0.42542111232825774,0.45040893670763354,1.2382117060418745,0.4140638672107419,0.47157347330927946
single_stage,8,8,0.01,1.346498617239562,0.43700685963274916,0.4604484691464472,1.2261834763483719,0.43745727531688916,0.48179324421858805
single_stage,9,9,0.01,1.3246783635819206,0.44746598504382085,0.4707055721958749,1.2088048610953088,0.45542287074700327,0.5049637551901134
single_stage,10,10,0.01,1.2996071834323197,0.46382991380949884,0.4810932649534098,1.15172633601398,0.48855342147991127,0.5321370932034516
single_stage,11,11,0.01,1.2751367632378237,0.47244341820089025,0.4914343523851406,1.1337836234827074,0.49218797816849175,0.5429984133144818
single_stage,12,12,0.01,1.2558310527846541,0.4857630076545668,0.5015805323258453,1.125304025556983,0.5060822406620936,0.5480043086750956
single_stage,13,13,0.01,1.247400943236139,0.5017791346274719,0.5124185745390936,1.111179586320804,0.5228562453396515,0.5690592899381859
single_stage,14,14,0.01,1.231584793144928,0.5049653508569146,0.5205157130112842,1.0968228070993458,0.5068104639117181,0.5574700745846816
