true_emotion,predicted_emotion,count,true_class_rate
fear,sad,199,0.1943359375
sad,neutral,195,0.15637530072173217
neutral,sad,180,0.145985401459854
fear,angry,137,0.1337890625
angry,sad,129,0.13465553235908143
sad,fear,128,0.10264635124298316
sad,angry,118,0.0946271050521251
fear,neutral,85,0.0830078125
angry,fear,82,0.08559498956158663
happy,neutral,82,0.046223224351747465
