true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,312,0.25020048115477145
fear,sad,196,0.19140625
fear,neutral,188,0.18359375
neutral,sad,173,0.14030819140308193
angry,neutral,172,0.17954070981210857
happy,neutral,166,0.0935738444193912
sad,fear,156,0.12510024057738572
sad,angry,146,0.11708099438652766
angry,sad,135,0.1409185803757829
fear,angry,135,0.1318359375
