epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
1,0.8345276167289479,0.6868130482193342,0.6940670853981998,0.9972555308391824,0.5950518380975173,0.6321670766461621
2,0.8180475396551562,0.6944979534487848,0.6978889475476882,0.9981151794307324,0.5922144323504035,0.6261455482889654
3,0.816465657150613,0.6995710302410573,0.6989872660443434,0.9983445155911329,0.590425915887253,0.6281495489265175
4,0.7930404073226248,0.7044844832512751,0.705756562925512,0.9982656143268226,0.6026292467978992,0.6374231053558569
5,0.7858239161677116,0.7077761851650852,0.7072125812873232,1.010520879399901,0.5993683034437142,0.6346034612758341
6,0.7832701740247731,0.711687179809435,0.7087140055542089,1.0080735430900227,0.5910295565500847,0.6320774575999778
7,0.7710891542149945,0.7178614966113595,0.7158034229130784,1.0099690124132907,0.5954959151635398,0.6343810707470299
8,0.7565953491425117,0.7233683371327191,0.720371886419002,1.007761387293347,0.6067348503374245,0.6370652383378519
9,0.7436774168097939,0.7275067195198827,0.7256080984064596,1.0154033757252976,0.6034374035883269,0.636848482949089
10,0.744567572247009,0.7303724917530873,0.7249787288061491,1.0190018805061898,0.6039247336644351,0.6373522067924553
11,0.731316046636537,0.7373007552095148,0.7302608932301224,1.022895058522241,0.6057162159803938,0.6370660905677928
12,0.7217319052448868,0.7395497813739583,0.7357896025292232,1.0198233111810187,0.6089807722066916,0.6361835157939377
13,0.7172867193569538,0.7419076772183493,0.7342355292448062,1.020425010225914,0.6027079905932142,0.6312925126363222
14,0.7044118146297709,0.7467919507436154,0.7389008125299746,1.0134171985998386,0.6048544053508824,0.6331550498240311
15,0.6998536614119774,0.7468427150684052,0.7385373752582978,1.02569599699891,0.6039510627764683,0.6363926898187137
