true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,204,0.1654501216545012
sad,neutral,203,0.16279069767441862
fear,sad,202,0.197265625
sad,fear,149,0.11948676824378508
sad,angry,133,0.10665597433841219
angry,sad,128,0.1336116910229645
fear,angry,123,0.1201171875
angry,fear,101,0.10542797494780794
fear,neutral,95,0.0927734375
neutral,happy,90,0.072992700729927
