true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,221,0.17722534081796312
fear,sad,202,0.197265625
neutral,sad,178,0.14436334144363341
fear,angry,157,0.1533203125
sad,angry,148,0.11868484362469928
sad,fear,138,0.11066559743384122
fear,neutral,123,0.1201171875
angry,sad,118,0.12317327766179541
neutral,happy,109,0.08840227088402271
neutral,angry,99,0.08029197080291971
