stage,epoch,stage_epoch,lr,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
sgd_plateau_lr,1,1,0.01,1.7770541770810973,0.23270660982266986,0.26106958187726026,1.557455834777513,0.292185668567038,0.3494281602078334
sgd_plateau_lr,2,2,0.01,1.6372604663030914,0.30540381710476805,0.33503109115953916,1.4434682416583602,0.3987397831286306,0.45008682402193206
sgd_plateau_lr,3,3,0.01,1.554333667396378,0.3480581809698814,0.3758520902106186,1.3914231429947377,0.37987431289522533,0.43697098874675855
sgd_plateau_lr,4,4,0.01,1.5100724808345514,0.37258526912458034,0.39765723097951594,1.3261100286390723,0.37191498648446475,0.43899501076350383
sgd_plateau_lr,5,5,0.01,1.456939106963036,0.39742350405799337,0.4225091627630654,1.2704847966337038,0.42824447080716066,0.4696762724137162
sgd_plateau_lr,6,6,0.01,1.4212370408965853,0.4227481569222754,0.44257432744838715,1.26218122904309,0.4731816663877054,0.52571345810099
sgd_plateau_lr,7,7,0.01,1.3875143362589168,0.43866035031943523,0.4566894118057213,1.2113448643102878,0.4700849331109946,0.5058910737742855
sgd_plateau_lr,8,8,0.01,1.370581864475618,0.4514004446702285,0.4669055704752719,1.1792403901495585,0.4964810611985588,0.5418045477584215
sgd_plateau_lr,9,9,0.01,1.3429547923882452,0.45542223467009596,0.47370966626021177,1.201035805861709,0.526179668598231,0.5528002416955302
sgd_plateau_lr,10,10,0.01,1.3227843627540674,0.4673591995072385,0.4827958759205702,1.1701204999398687,0.5092001618327807,0.5480524088109794
sgd_plateau_lr,11,11,0.01,1.3104791553947153,0.47108102486044956,0.4879980205651713,1.1355770160096863,0.5284461441909881,0.5662192294632897
sgd_plateau_lr,12,12,0.01,1.284422504776859,0.485299007509167,0.49885649224381595,1.1285086264593676,0.528164796728502,0.5611925081079948
sgd_plateau_lr,13,13,0.01,1.280075150957288,0.49193630529369786,0.5044264192487348,1.1102242770510684,0.528239706862656,0.5646322812347438
sgd_plateau_lr,14,14,0.01,1.2571853851542172,0.5021770335718456,0.513787556891076,1.1113585664004815,0.5386486386679155,0.5717832365544588
sgd_plateau_lr,15,15,0.01,1.2435568663684469,0.50763932412438,0.5180419299583651,1.1016038933697478,0.5428253719011659,0.5815210709727782
sgd_plateau_lr,16,16,0.01,1.2327076211849082,0.5144239951219693,0.5217765194690811,1.089595870107724,0.5483593488899098,0.5735206875805422
