true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,206,0.16519647153167602
fear,sad,163,0.1591796875
sad,fear,154,0.12349639133921411
neutral,sad,152,0.12327656123276562
sad,angry,124,0.09943865276663993
fear,angry,119,0.1162109375
angry,sad,104,0.10855949895615867
angry,fear,97,0.10125260960334029
fear,neutral,94,0.091796875
angry,neutral,88,0.0918580375782881
