epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
1,0.21714326862781114,0.9303127967216704,0.927762230195492,1.2624102168797615,0.6638980727736525,0.6768411927453195
2,0.19932770760033336,0.9355847214245161,0.9335376073276654,1.3063089580070681,0.6574252010077811,0.6708686413624577
3,0.20793127084097637,0.9329822652475845,0.9293088494938821,1.3130818287254626,0.6640473611917871,0.6721562846518342
4,0.18423000930877076,0.9401754663412901,0.9375904223941931,1.3161486216123095,0.6541760750000568,0.6691431695142123
5,0.1826096977792734,0.9421280636339796,0.9386624660373262,1.345551659172005,0.661971668944192,0.6728070111432193
6,0.16665597502497578,0.9468688786754206,0.9441016570932326,1.394393980461546,0.6639605506287616,0.6775601231126833
7,0.15893992537034915,0.9477487614672206,0.9454430884031003,1.3763850381565426,0.6683766729828392,0.6781375985512131
8,0.16022218115914094,0.9485345283210946,0.9459080941308127,1.4046225374999362,0.6507595651322031,0.6642902078245629
9,0.15248723680472762,0.951407648437075,0.9486712365890839,1.4030037476210644,0.6579495994949722,0.6697381191056619
10,0.15210673787160262,0.951470107550682,0.9485691892314452,1.4322438865588518,0.6600858733020656,0.6742790953440031
11,0.13715719210938443,0.9560316994894416,0.9534173336052453,1.435431573864475,0.6516952630444036,0.666874817759381
12,0.12980144903103566,0.9596149268371427,0.956959144080695,1.4572174520858074,0.6568266090474408,0.6735451570427887
13,0.1295378692530318,0.957930048140257,0.9558331276617013,1.500992288822081,0.6522994100704852,0.673883429227814
14,0.12174622411698194,0.9612797879915893,0.9595944968055273,1.4981388719239717,0.660244585600987,0.6717048998369762
15,0.12144989798104201,0.9611279185712261,0.9589210139199515,1.5191869389304715,0.6606966641865747,0.6737607633715672
