true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,208,0.16869424168694241
fear,sad,180,0.17578125
sad,angry,178,0.14274258219727345
sad,neutral,171,0.13712910986367283
sad,fear,148,0.11868484362469928
fear,angry,145,0.1416015625
angry,sad,136,0.1419624217118998
neutral,angry,96,0.07785888077858881
neutral,happy,90,0.072992700729927
angry,fear,85,0.08872651356993737
