,precision,recall,f1-score,support
angry,0.4472049689440994,0.5333333333333333,0.4864864864864865,135.0
disgust,0.9272727272727272,0.576271186440678,0.710801393728223,177.0
fear,0.6,0.44,0.5076923076923077,75.0
happy,0.9409090909090909,1.0,0.9695550351288056,207.0
sad,0.4835164835164835,0.5238095238095238,0.5028571428571429,84.0
surprise,0.9662447257383966,0.9196787148594378,0.9423868312757202,249.0
micro avg,0.7860411899313501,0.7411003236245954,0.7629094947251527,927.0
macro avg,0.7275246660634663,0.6655154597404954,0.6866298661947811,927.0
weighted avg,0.8041838691231429,0.7411003236245954,0.7628442920192139,927.0
