stage,stage_epoch,lr,epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
unfreeze_layer2,1,5e-05,1,1.3761881471044706,0.3885949708280971,0.47044794305989257,1.094770119996021,0.4867904533699089,0.5808469146993336
unfreeze_layer2,2,5e-05,2,1.0671661752652235,0.5001897490023494,0.5917114900294367,0.9990422038666462,0.5208985053510145,0.6189566273318771
unfreeze_layer2,3,5e-05,3,0.9659329323079537,0.5504024134714368,0.6346966822857618,0.9552736679436022,0.561507325649685,0.6404698983380034
unfreeze_layer2,4,5e-05,4,0.8951352550876487,0.5959656631210585,0.6663765405534059,0.9307699778354126,0.5989468791255232,0.6532074518722552
unfreeze_layer2,5,5e-05,5,0.8414449459249987,0.6354637518131472,0.6874136827610772,0.913343709188056,0.6068964310649907,0.6549034935985152
unfreeze_layer2,6,5e-05,6,0.7923219985413641,0.6632145351054444,0.704213237006748,0.9311597141239286,0.608778342613677,0.6600175553365699
unfreeze_layer2,7,5e-05,7,0.7358830714240533,0.7006992441366899,0.7286299417519511,0.9280318751983111,0.6277703272742476,0.6563578734816766
unfreeze_layer2,8,5e-05,8,0.684762850750378,0.72604379791646,0.7515644996967972,0.9123730507046504,0.6408027794469033,0.6745307795744334
unfreeze_layer2,9,5e-05,9,0.6370598038881896,0.751249138668111,0.7716657897241195,0.9694688410293765,0.6388082481925549,0.6647158262430254
unfreeze_layer2,10,5e-05,10,0.586572113342618,0.7726200938954019,0.7890173634049922,0.9637700666949308,0.6299748668717509,0.6623608538544563
unfreeze_layer2,11,5e-05,11,0.5420535045090121,0.792878886579733,0.8051469192497657,1.0007381759038785,0.6403461332268303,0.6608059108419553
unfreeze_layer2,12,5e-05,12,0.49240385166234685,0.818467224266879,0.829201927256379,1.023930894747013,0.6421280766202155,0.6614095533609283
unfreeze_layer2,13,5e-05,13,0.4577043497577172,0.834001641428686,0.8416882259760736,1.018469160691371,0.6507724447716635,0.6739937113558557
unfreeze_layer2,14,5e-05,14,0.41378747038143865,0.8492323532113615,0.8555229928973455,1.0755723858959583,0.6257503135260911,0.6593325932029829
unfreeze_layer2,15,5e-05,15,0.3801268331083407,0.8614282734929256,0.8667383278925652,1.091814910119419,0.6410291440002345,0.6658383953995726
