stage,stage_epoch,lr,epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
unfreeze_classifier,1,0.001,1,1.6196597749693549,0.27944570994056,0.3346692275761596,1.533304213729885,0.3151379118072404,0.3746137446534188
unfreeze_classifier,2,0.001,2,1.5428320288524349,0.3226772141864454,0.3820650616626029,1.49962758386592,0.34052574424558646,0.4055509253788825
unfreeze_classifier,3,0.001,3,1.522180838810779,0.33107706440892054,0.39043687489525375,1.4908196608779323,0.3350604891828092,0.39973185075121925
unfreeze_classifier,4,0.001,4,1.5133667278919083,0.3390428555350787,0.400032942865985,1.4799243886296343,0.3516719500124549,0.4135429118582117
unfreeze_classifier,5,0.001,5,1.5117019061781294,0.34185474948256334,0.3997722061077433,1.476038045085681,0.343770187734154,0.4058503616146974
unfreeze_classifier,6,0.001,6,1.5067107953303343,0.3449044735807628,0.4039734154913534,1.4689006080195464,0.3489915238532823,0.4088482096968008
unfreeze_classifier,7,0.001,7,1.5024500762425763,0.34426792008350987,0.4036485788957859,1.4659273126814838,0.36050291617717295,0.42083091199213696
unfreeze_classifier,8,0.001,8,1.5079450932231506,0.3427919501516823,0.40098439739416997,1.462694640442054,0.34499139117203514,0.40637435427037905
unfreeze_classifier,9,0.001,9,1.5006842195279524,0.3505804646117277,0.4065969191878084,1.4638765287731583,0.34933685047693974,0.4114686406516781
unfreeze_classifier,10,0.001,10,1.5056154876076597,0.3454241276538953,0.40331481952113585,1.4688380858624024,0.35457855220500434,0.4161056282754298
