true_emotion,predicted_emotion,count,true_class_rate
neutral,happy,351,0.2846715328467153
sad,happy,324,0.2598235765838011
angry,happy,297,0.31002087682672236
fear,happy,266,0.259765625
fear,sad,261,0.2548828125
neutral,sad,248,0.20113544201135442
angry,sad,189,0.19728601252609604
happy,sad,185,0.10428410372040586
sad,neutral,158,0.12670408981555734
happy,neutral,130,0.07328072153325817
