correct,count,mean,std,min,25%,50%,75%,max
False,2394.0,0.49819595261524396,0.14501093287628908,0.2261875569820404,0.3896954655647278,0.4735654145479202,0.5793920606374741,0.987882137298584
True,4784.0,0.6895462761517851,0.1954412790232084,0.23889215290546417,0.5257864445447922,0.6929939091205597,0.8688994795084,0.9996764659881592
