,final_val_loss,best_val_loss,final_val_macro_f1,best_val_macro_f1,test_macro_f1,test_weighted_f1,top_confusion
efficientnet_b0_small_classifier_class_weights,1.0556149571614817,1.0320321360531584,0.609572780486351,0.6166081998136862,0.6254375711829114,0.646245756786783,sad -> neutral
efficientnet_b0_small_classifier_focal,0.7571137999823699,0.73878976318479,0.6131068284537747,0.6221678566882147,0.6227407202253764,0.6476746334372303,sad -> neutral
efficientnet_b0_small_classifier_class_weights_focal,0.5324759798598206,0.5324759798598206,0.6065099648802861,0.6065099648802861,0.6206000646962967,0.6445555476953174,sad -> neutral
efficientnet_b0_small_classifier_weighted_sampler,1.02569599699891,0.9972555308391824,0.6039510627764683,0.6089807722066916,0.6185371815557519,0.6401025289949166,sad -> neutral
efficientnet_b0_small_classifier,0.9888902867712626,0.980501461444416,0.6119019961950407,0.6135968107678141,0.5874605157501778,0.6362344523844562,sad -> neutral
efficientnet_b0_gradual_unfreeze,0.9790255117914818,0.9790255117914818,0.6114273702042219,0.6114273702042219,0.5831258022527477,0.6315976323213189,sad -> neutral
