true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,243,0.19486768243785085
neutral,sad,171,0.1386861313868613
fear,sad,168,0.1640625
sad,fear,151,0.1210906174819567
sad,angry,144,0.11547714514835605
fear,angry,130,0.126953125
fear,neutral,117,0.1142578125
angry,sad,102,0.10647181628392484
angry,neutral,94,0.09812108559498957
fear,surprise,91,0.0888671875
