true_emotion,predicted_emotion,count,true_class_rate
neutral,sad,52,0.21138211382113822
sad,neutral,48,0.1927710843373494
fear,sad,43,0.2107843137254902
sad,fear,43,0.17269076305220885
sad,angry,38,0.15261044176706828
fear,angry,36,0.17647058823529413
angry,sad,24,0.1256544502617801
angry,fear,23,0.12041884816753927
fear,surprise,23,0.11274509803921569
surprise,fear,22,0.13253012048192772
