,precision,recall,f1-score,support
angry,0.6158536585365854,0.6325678496868476,0.6240988671472708,958.0
disgust,0.7717391304347826,0.6396396396396397,0.6995073891625616,111.0
fear,0.5645981688708036,0.5419921875,0.5530642750373692,1024.0
happy,0.8842645381984037,0.8742953776775648,0.8792517006802721,1774.0
sad,0.5932489451476793,0.5637530072173216,0.578125,1247.0
surprise,0.8091787439613527,0.8062575210589651,0.807715491259795,831.0
neutral,0.6257396449704142,0.6861313868613139,0.6545454545454545,1233.0
macro avg,0.6949461185885745,0.677805281377379,0.6851868825475318,7178.0
weighted avg,0.6974408772810731,0.6968514906659237,0.6966913295152736,7178.0
