true_emotion,predicted_emotion,count,true_class_rate
neutral,happy,377,0.3057583130575831
sad,happy,346,0.2774659182036889
fear,sad,249,0.2431640625
angry,happy,234,0.24425887265135698
fear,happy,211,0.2060546875
sad,neutral,193,0.15477145148356056
neutral,sad,192,0.15571776155717762
angry,sad,158,0.1649269311064718
fear,neutral,147,0.1435546875
happy,sad,132,0.07440811724915446
