true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,57,0.2289156626506024
neutral,sad,53,0.21544715447154472
sad,fear,44,0.17670682730923695
fear,angry,40,0.19607843137254902
fear,sad,35,0.1715686274509804
angry,fear,33,0.17277486910994763
surprise,fear,30,0.18072289156626506
fear,neutral,29,0.14215686274509803
sad,angry,29,0.11646586345381527
neutral,fear,27,0.10975609756097561
