epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
1,0.8467182813517851,0.6654955567259769,0.698930845376146,1.0412026305647262,0.5923874931998957,0.6292913544703551
2,0.8327816947196041,0.6719673326604904,0.7017588307470561,1.0343789878207217,0.5978413822534131,0.6335274099104735
3,0.8245597616835152,0.6772034688343975,0.705411085912267,1.0320321360531584,0.5912303898722193,0.6305473637333409
4,0.8050044385672418,0.6764955385009191,0.7086485084394729,1.042248307454046,0.5974173997764567,0.6312430350548739
5,0.8009228567376936,0.6884303267147228,0.7150898760899725,1.0505383534713904,0.5991446259805491,0.6376936142449889
6,0.7877898941657699,0.6911142968408528,0.7160533193949133,1.039469672993916,0.6017892877657198,0.6369011066094105
7,0.7905187388752501,0.6891918933555553,0.7140580278222972,1.0430060207220735,0.603592527174107,0.6391759508859466
8,0.7740395903365891,0.696670236729784,0.7201447292434199,1.0486321072960565,0.6067911223116598,0.6427551826430528
9,0.7671332798569217,0.698578002561488,0.7211821823095076,1.0570191372562368,0.6005210136934886,0.6384457979341585
10,0.7546647896573447,0.7041524627354383,0.7267780614894448,1.0414220944514259,0.603054528434585,0.6419283627920466
11,0.7420244640280548,0.7099339681551474,0.7297202915976344,1.051910451646466,0.6061522711428159,0.6348020897943963
12,0.7380091729070561,0.7149182307215636,0.7330516235196324,1.0515303640830806,0.6166081998136862,0.6422797749025294
13,0.7357060472622639,0.7119431838383855,0.7312296630695657,1.0528228179087622,0.6157532627763133,0.6422839558675195
14,0.7322296818032843,0.7081499559945883,0.7285899086578338,1.057439900773743,0.6097112321376593,0.6398806956434031
15,0.7166692995518519,0.720452464909825,0.7398315744059438,1.0556149571614815,0.609572780486351,0.6395770721960791
