true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,241,0.19326383319967924
fear,sad,175,0.1708984375
fear,angry,162,0.158203125
sad,angry,160,0.12830793905372895
sad,fear,153,0.1226944667201283
neutral,sad,148,0.12003244120032441
fear,neutral,122,0.119140625
neutral,angry,117,0.0948905109489051
angry,sad,102,0.10647181628392484
happy,neutral,100,0.05636978579481398
