true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,197,0.15797914995990378
neutral,sad,174,0.1411192214111922
fear,sad,168,0.1640625
sad,angry,160,0.12830793905372895
sad,fear,144,0.11547714514835605
fear,angry,124,0.12109375
angry,sad,120,0.12526096033402923
happy,neutral,110,0.06200676437429538
angry,fear,106,0.11064718162839249
neutral,angry,97,0.0786699107866991
