stage,epoch,stage_epoch,lr,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
sgd_lr_decay,1,1,0.01,1.5015586098076699,0.22515733439455982,0.25215678822173204,1.3002227907812138,0.31475715869189747,0.3739525465152515
sgd_lr_decay,2,2,0.01,1.3664841672815846,0.2944500148241818,0.3277761152403607,1.1569875696394918,0.33659553692565203,0.40733690877344997
sgd_lr_decay,3,3,0.01,1.2961690727367716,0.33380374576864696,0.36215552715622484,1.130566267684777,0.36685625451765,0.44260769962770385
sgd_lr_decay,4,4,0.01,1.2529633819302601,0.36403640738647924,0.3893708929473344,1.051361074763308,0.42026604078752827,0.48494659917076766
sgd_lr_decay,5,5,0.01,1.2046663649214409,0.38582383087777244,0.40795448446609517,1.0489678308938855,0.4143606523852989,0.47458120341097054
sgd_lr_decay,6,6,0.01,1.1917971405775731,0.38445554956837685,0.4150380998889203,1.008210468375309,0.4719486957025464,0.5188273188157126
sgd_lr_decay,7,7,0.01,1.1515379057814865,0.41120577870966946,0.43110773375902606,0.9699709337347476,0.42513666556761115,0.5051293959853881
sgd_lr_decay,8,8,0.01,1.1099608955176983,0.4326095909520381,0.45257973875200636,0.9518987847952892,0.4660061499902843,0.5137278549143287
sgd_lr_decay,9,9,0.01,1.1164669652874475,0.43522043189803317,0.45324196794558236,0.9742525535593465,0.48264203754850027,0.5185906961454358
sgd_lr_decay,10,10,0.01,1.0841449219549655,0.44620962236536804,0.46709907790179134,0.9128850496604467,0.48960524517593973,0.529060628039399
sgd_lr_decay,11,11,0.01,1.062829030612438,0.45725120528997343,0.4728588175418779,0.9248955249371014,0.5022634608036965,0.5436690423834486
sgd_lr_decay,12,12,0.01,1.050396370435168,0.46109313812770514,0.47838317665549995,0.8838269092064701,0.5108939347182414,0.5555527574176813
sgd_lr_decay,13,13,0.01,1.037617358275946,0.4692899251292806,0.4843588007018382,0.8783005161983211,0.5438027934427822,0.5694335943479387
sgd_lr_decay,14,14,0.01,1.020952860131399,0.4706668927710523,0.48604873858593367,0.8552209129316881,0.5141084381933932,0.5615420047519981
sgd_lr_decay,15,15,0.01,1.014487392889272,0.48135023822140915,0.49302037032015167,0.8443432804184093,0.5415969285680408,0.5735872696773874
sgd_lr_decay,16,16,0.01,0.991966366057398,0.49242581028461635,0.5038872949792998,0.86510073258071,0.5307191113789848,0.5654016902953853
sgd_lr_decay,17,17,0.01,0.985070580280742,0.4985150895569963,0.5065679795743077,0.8426656786157695,0.5514828015453966,0.5820637203968515
