stage,epoch,stage_epoch,lr,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
single_stage,1,1,0.01,1.5846074294451566,0.1568215102220858,0.17862112524845714,1.4867476995813722,0.14875016008123834,0.19075154186903162
single_stage,2,2,0.01,1.5177628686126436,0.19568988384149918,0.21972252067159712,1.3644098002736162,0.2505228939238045,0.300407858712006
single_stage,3,3,0.01,1.4053751072410625,0.2709274813467259,0.3032622066998154,1.1726524322290455,0.3142596479054139,0.38460154665348273
single_stage,4,4,0.01,1.2999771154629491,0.30890604090299145,0.34867259120272837,1.095813265910132,0.36247190726303474,0.4417561750154156
single_stage,5,5,0.01,1.2050099325944057,0.3625410102347571,0.3934792691912881,1.010270840698003,0.40730179557101015,0.4657573547900446
single_stage,6,6,0.01,1.145537477477268,0.39477742647198816,0.42227070282773393,0.9982040738394867,0.4229862235062195,0.47230044397244886
single_stage,7,7,0.01,1.112721887967771,0.40710668932285515,0.43415573278570424,0.9585578621056853,0.40746000614157024,0.46682064039191074
single_stage,8,8,0.01,1.0890259549890797,0.420575801415512,0.44889400361822535,0.9446503334344472,0.4413565190356019,0.4930605586521072
single_stage,9,9,0.01,1.0582757601543653,0.4399110647038534,0.46156261406664173,0.9618153420059523,0.438351532549559,0.4981265744070865
single_stage,10,10,0.01,1.0389698417043072,0.4432636287588754,0.46655237062885063,0.9159688201515517,0.45412927073777415,0.5036709423381774
single_stage,11,11,0.01,1.016097389109396,0.456566935992043,0.4769436245035107,0.8705155621837656,0.49404597696820407,0.5457768110749487
single_stage,12,12,0.01,1.0021465045734337,0.4780130228144932,0.49180088177773873,0.8486182751971255,0.48784469722114693,0.5373297505874159
single_stage,13,13,0.01,0.9787200841839466,0.47737473118152585,0.4939221287266688,0.8511872073499168,0.4855902883962249,0.5319156386424322
single_stage,14,14,0.01,0.9672273900344731,0.4916888141379506,0.5053953992158301,0.8453609825842057,0.5129561847762509,0.55510791929674
single_stage,15,15,0.01,0.9536021717206729,0.49278756011679575,0.5096880922903673,0.8198087459657251,0.5294560678006662,0.5772007337598317
single_stage,16,16,0.01,0.9462060062475325,0.5027795026664773,0.5152149690454365,0.8092908326341716,0.5348497110840834,0.5751735832852227
