true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,220,0.1764234161988773
sad,fear,165,0.132317562149158
fear,sad,164,0.16015625
neutral,sad,149,0.12084347120843471
fear,angry,130,0.126953125
sad,angry,129,0.10344827586206896
angry,fear,117,0.12212943632567849
fear,neutral,117,0.1142578125
angry,neutral,113,0.11795407098121086
neutral,happy,110,0.08921330089213302
