true_emotion,predicted_emotion,count,true_class_rate
sad,neutral,207,0.16599839615076184
fear,sad,180,0.17578125
neutral,sad,166,0.13463098134630982
sad,angry,144,0.11547714514835605
sad,fear,139,0.11146752205292702
fear,angry,129,0.1259765625
angry,sad,122,0.12734864300626306
fear,surprise,120,0.1171875
fear,neutral,115,0.1123046875
happy,neutral,92,0.05186020293122886
