stage,stage_epoch,lr,epoch,train_loss,train_macro_f1,train_weighted_f1,val_loss,val_macro_f1,val_weighted_f1
unfreeze_last_three_blocks,1,5e-05,1,1.7069118181439975,0.2934690932714279,0.32216142726967634,1.3883577821977462,0.3825782587332353,0.4545315538494147
unfreeze_last_three_blocks,2,5e-05,2,1.4043860990817787,0.4106272522209071,0.45090978319802744,1.2269939200803377,0.47352935031582993,0.5250907255736069
unfreeze_last_three_blocks,3,5e-05,3,1.2848343440514656,0.4836479321999897,0.5077232152284952,1.1610867342467093,0.5006563307195079,0.547556569663941
unfreeze_last_three_blocks,4,5e-05,4,1.2183018001620027,0.5212280349016922,0.5347189748432067,1.1005698454920008,0.530110560285928,0.5700128499727475
unfreeze_last_three_blocks,5,5e-05,5,1.1539312478507688,0.552466940321658,0.5582348239158174,1.061051036505749,0.568519209189468,0.6005660266371867
unfreeze_last_three_blocks,6,5e-05,6,1.09906615609424,0.5782418765247929,0.5817378971123711,1.0387046735461165,0.565667080111835,0.6031877854940296
unfreeze_last_three_blocks,7,5e-05,7,1.0620259460988966,0.595390375536384,0.5967007335677402,1.0222287350415353,0.573813663606232,0.6103925947724761
unfreeze_last_three_blocks,8,5e-05,8,1.024642707289887,0.617446891231187,0.6151379247507291,1.0061149745868059,0.5791856472367335,0.6135108546304571
unfreeze_last_three_blocks,9,5e-05,9,0.9894800329338476,0.6310349709978941,0.6270968255959171,1.0069898437539875,0.5920165507142927,0.6267918605710218
unfreeze_last_three_blocks,10,5e-05,10,0.9601168787614578,0.643296960593734,0.6368829131735714,0.9920467177749926,0.5977746292659482,0.6334219464128
unfreeze_last_three_blocks,11,5e-05,11,0.9283051608382855,0.6572944238723647,0.6511600345687834,0.9757229886819261,0.6078330449317073,0.6328227756258044
unfreeze_last_three_blocks,12,5e-05,12,0.9026101045580102,0.6729814665031817,0.6628930935116432,0.9756413182315096,0.6125332606891831,0.6369333470453394
unfreeze_last_three_blocks,13,5e-05,13,0.8769680668387861,0.6776935707228127,0.6676115554638861,0.9815106718797717,0.6103214357101783,0.6356553339906776
unfreeze_last_three_blocks,14,5e-05,14,0.8642201635960183,0.684915090554589,0.6729672125961381,0.9606745269655766,0.6186513768647125,0.640710391885228
unfreeze_last_three_blocks,15,5e-05,15,0.8305126091077456,0.701391036898974,0.6910764500217613,0.9742738386064457,0.6201292931274994,0.6447537909028973
unfreeze_last_three_blocks,16,5e-05,16,0.8206139733568149,0.7043379619400137,0.6932587258453312,0.9739386981372634,0.6182354016932254,0.6432437455290487
unfreeze_last_three_blocks,17,5e-05,17,0.7948766262881264,0.7161820894618965,0.7020542833061205,0.9743352403624133,0.6252841507905031,0.6467000591789588
unfreeze_last_three_blocks,18,5e-05,18,0.784806059194269,0.7233942312537417,0.7090886483658893,0.9780020820139177,0.6260666274140163,0.6460535904801084
unfreeze_last_three_blocks,19,5e-05,19,0.764034505691168,0.7295979209138336,0.7154669798154139,0.9767997356657367,0.6284208016425469,0.6472276962460287
unfreeze_last_three_blocks,20,5e-05,20,0.7403384228323657,0.7400239308969903,0.7264302868769521,0.9818281645974216,0.6252958388618713,0.6453456647017185
unfreeze_last_three_blocks,21,5e-05,21,0.7241734591997132,0.7435118794864397,0.7296583626920384,0.9789428733782486,0.6277161008666454,0.6494147284002953
unfreeze_last_three_blocks,22,5e-05,22,0.7024759768890686,0.7533747281683849,0.7408308591831435,0.9821070646575104,0.6389525190597718,0.6575013324078057
unfreeze_last_three_blocks,23,5e-05,23,0.690050428979117,0.7596946808166052,0.7465308377550925,0.9985567932344895,0.6277519101090631,0.6464227816578306
unfreeze_last_three_blocks,24,5e-05,24,0.6737759216286006,0.763320714630946,0.7501896935590102,0.9909338193903401,0.6380939713619201,0.657596003310395
unfreeze_last_three_blocks,25,5e-05,25,0.6594876618714537,0.7684957135590749,0.7553985662085214,0.9963585150366461,0.64355292475626,0.6626304320655639
unfreeze_last_three_blocks,26,5e-05,26,0.642429430509039,0.7760392258532411,0.7619079698687425,1.0162064817308964,0.6406240375748279,0.6558821593434957
unfreeze_last_three_blocks,27,5e-05,27,0.6269017402230459,0.7816946915696912,0.7695944841441974,0.9986617217911246,0.6514933028507632,0.6674468511405757
unfreeze_last_three_blocks,28,5e-05,28,0.6122278261952385,0.7895275844469721,0.7765842382271607,1.0028296028280093,0.6418122469115979,0.659317828637838
unfreeze_last_three_blocks,29,5e-05,29,0.5979807931547624,0.792680304821479,0.7803209926335806,1.0048038859815962,0.6479744611535916,0.6625771436890934
unfreeze_last_three_blocks,30,5e-05,30,0.5869497145157424,0.7974853086199651,0.7862884951691427,1.0032622109306815,0.6530507139380167,0.6688197401627524
