,precision,recall,f1-score,support
angry,0.33189655172413796,0.5703703703703704,0.4196185286103542,135.0
disgust,0.90625,0.1638418079096045,0.27751196172248804,177.0
fear,0.45161290322580644,0.18666666666666668,0.2641509433962264,75.0
happy,0.9241071428571429,1.0,0.9605568445475638,207.0
sad,0.4322033898305085,0.6071428571428571,0.504950495049505,84.0
surprise,0.9683257918552036,0.8594377510040161,0.9106382978723404,249.0
micro avg,0.6899766899766899,0.6386192017259978,0.6633053221288515,927.0
macro avg,0.6690659632488,0.5645765755155858,0.5562378451997464,927.0
weighted avg,0.7635292747722018,0.6386192017259978,0.6403230678723971,927.0
